,TIME,ensemble,ErrorFlags,TEMP,Pressure,PSAL,DEPTH,LATITUDE,LONGITUDE,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
0,2022-04-13 07:00:00,4.0,20.0,1.6814399999999998,380.477,35.18808,376.1601462532614,76.107,15.967000000000002,292.0,444.0,2022-04-13,2022-04,1.3739778282259305,34.863467746602765
1,2022-04-13 08:00:00,12.5,20.0,1.7548083333333333,380.57058333333333,34.938325,376.25258289092704,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.382486696439906,34.863429282441004
2,2022-04-13 09:00:00,24.5,20.0,1.793025,380.63258333333334,34.864558333333335,376.31382317221124,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.3933748182268506,34.86343002903941
3,2022-04-13 10:00:00,36.5,20.0,1.7954666666666668,380.61025,34.82910833333333,376.2917635025219,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.4033281386766496,34.863352638556634
4,2022-04-13 11:00:00,48.5,20.0,1.7840083333333334,380.49600000000004,34.82078333333333,376.1789134424598,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.4106722106667224,34.86306731114778
5,2022-04-13 12:00:00,60.5,20.0,1.7794083333333333,380.3306666666667,34.80844166666667,376.0156058800325,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.4150438130301541,34.86260492874885
6,2022-04-13 13:00:00,72.5,20.0,1.8486416666666665,380.12975,34.798700000000004,375.8171508019272,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.4169612150910085,34.862078719997584
7,2022-04-13 14:00:00,84.5,20.0,2.1101083333333333,379.945,34.818508333333334,375.6346641558982,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.415683304977332,34.861734768375925
8,2022-04-13 15:00:00,96.5,20.0,2.3622916666666667,379.8331666666666,34.8177,375.5242008041641,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.4098570403962265,34.861728125069284
9,2022-04-13 16:00:00,108.5,20.0,2.776941666666667,379.80241666666666,34.878625,375.4938274875072,76.107,15.967,292.0,444.0,2022-04-13,2022-04,1.3990304259294533,34.86203667547152
